"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.INDEPENDENT_VARIABLE","Answer.1100_again","Answer.1100_enc","Answer.1300_again","Answer.1300_enc","Answer.intel","Approve","Reject"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","33C7UALJVLY62H5HGI7NZ39XE1I81V","A3RR85PK3AV9TU","Approved","Sat Oct 31 13:50:53 PDT 2015","Sat Oct 31 13:58:33 PDT 2015","Tue Nov 03 12:58:33 PST 2015","Sat Oct 31 15:50:32 PDT 2015","","","460","100% (1/1)","100% (1/1)","100% (1/1)","Kindness Rating","3","2","3","4","1"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","382M9COHEHF3KF66V9372FAG01AUEC","A1NM7ZPZ3NH412","Approved","Sat Oct 31 12:09:34 PDT 2015","Sat Oct 31 12:13:01 PDT 2015","Tue Nov 03 11:13:01 PST 2015","Sat Oct 31 15:50:33 PDT 2015","","","207","100% (10/10)","100% (10/10)","100% (10/10)","Kindness Rating","2","3","3","4","1"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","3E4GGUZ1T8RXM3PE8B44URST17N2KM","A2WQ3ZGXUF5FHO","Approved","Sat Oct 31 12:19:02 PDT 2015","Sat Oct 31 12:31:15 PDT 2015","Tue Nov 03 11:31:15 PST 2015","Sat Oct 31 15:50:33 PDT 2015","","","733","100% (10/10)","100% (10/10)","100% (10/10)","Kindness Rating","3","3","4","4","1"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","3FE2ERCCZX8C41BZ8179XLHVWMNPOE","A2B8HPIZDKYKDR","Approved","Sat Oct 31 11:54:07 PDT 2015","Sat Oct 31 11:54:24 PDT 2015","Tue Nov 03 10:54:24 PST 2015","Sat Oct 31 15:50:33 PDT 2015","","","17","100% (10/10)","100% (10/10)","100% (10/10)","Kindness Rating","5","1","2","4","1"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","3KIBXJ1WD5UBTAEJV92114VW2CHOKC","A149ROBL26JWPJ","Approved","Sat Oct 31 11:42:06 PDT 2015","Sat Oct 31 11:42:37 PDT 2015","Tue Nov 03 10:42:37 PST 2015","Sat Oct 31 15:50:33 PDT 2015","","","31","100% (1/1)","100% (1/1)","100% (1/1)","Kindness Rating","2","3","4","4","2"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","3NPI0JQDAO5SHTG74IT8RVNIVU4TP4","A1GKEEI844CEKI","Approved","Sat Oct 31 11:38:32 PDT 2015","Sat Oct 31 11:39:17 PDT 2015","Tue Nov 03 10:39:17 PST 2015","Sat Oct 31 15:50:33 PDT 2015","","","45","100% (10/10)","100% (10/10)","100% (10/10)","Kindness Rating","4","3","4","4","1"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","3OCHAWUVGOKYNJSBW0PXKHMPEGNKXE","A2MOSNEX4E7G1P","Approved","Sat Oct 31 11:51:18 PDT 2015","Sat Oct 31 11:51:55 PDT 2015","Tue Nov 03 10:51:55 PST 2015","Sat Oct 31 15:50:33 PDT 2015","","","37","100% (1/1)","100% (1/1)","100% (1/1)","Kindness Rating","4","3","4","4","3"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","3S06PH7KSR4IJC18XQI3LVNYPSB1DQ","A38DC3BG1ZCVZ2","Approved","Sat Oct 31 11:36:27 PDT 2015","Sat Oct 31 11:53:45 PDT 2015","Tue Nov 03 10:53:45 PST 2015","Sat Oct 31 15:50:33 PDT 2015","","","1038","100% (10/10)","100% (10/10)","100% (10/10)","Kindness Rating","4","3","4","3","1"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","3SKEMFQBZ3588IR3OSD54I5WN7D8KT","A301GNFG8W711Q","Approved","Sat Oct 31 11:39:31 PDT 2015","Sat Oct 31 11:40:11 PDT 2015","Tue Nov 03 10:40:11 PST 2015","Sat Oct 31 15:50:34 PDT 2015","","","40","100% (10/10)","100% (10/10)","100% (10/10)","Kindness Rating","5","2","3","5","1"
"30EV7DWJTUUE1QZ29QCW4SSWQNCY61","3SICSBU6ZYL84ST5A65C2GIMFQT0PD","New Game Rating Scheme","Answer 5 questions about the rating system of a new game.","survey, demographics, game, rating, short, easy","$0.25","Sat Oct 31 11:35:08 PDT 2015","10","BatchId:2143885;","3600","259200","Tue Nov 03 10:35:08 PST 2015","","","3TMFV4NEP8EZ3ILKD6W8STZRAEM8WP","A3ASF4ZVP6BUGO","Approved","Sat Oct 31 11:44:23 PDT 2015","Sat Oct 31 11:44:42 PDT 2015","Tue Nov 03 10:44:42 PST 2015","Sat Oct 31 15:50:34 PDT 2015","","","19","100% (1/1)","100% (1/1)","100% (1/1)","Kindness Rating","4","2","4","4","1"
